Key,English,Simplified_Chinese
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!",拉普朗什真可怜，她受的罪可想而知。结果这整段历史还被历史学会给篡改了。真该诅咒他们！
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,反正不管怎样，你可以把这个帮我拿给玛缇雅克吗?
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?",你现在有急事啊，好吧!等你忙完的再过来找我吧!
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,啊!好久不见啊，要拿新消息给我吗?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?",耶!!我就知道会这样，哈哈哈。咦?这是什么啊?
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.",嗯..啊?这是..谢谢你啦。下次应该还有机会碰面的，再见~
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,历史协会有东西要给我吗?不是啊?不然呢..因为你太想我了吗?唉唷~~讨厌啦..
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,把这个东西帮我拿去给玛缇雅克吧。这是我整理出来的结果。拜托你了。
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,冒险者日记
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),冒险者日记 (1)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.",你好，冒险者。我知道你不认识我，但我需要你的帮助。我发现了一些...非常难以置信的事情。请你马上将它交给达肯市长。
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.",谢谢，这是我欠你的。
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,你根本不理解这个委托会产生什么样的影响... 他需要这本书！
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?",你似乎有什么很重要的事情要说，请直说吧。
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,这...这是冒险者巴塞洛缪·亨特的日记，实在是难以置信！
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,将日记交给达肯市长。
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),冒险者日记 (2)
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…",听着。这是冒险者巴塞洛缪·亨特的日记。我的祖父知道他，他是那个时代的传奇...
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,哈！快看...他声称他发现了新大陆。新大陆？这可太荒谬了！
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.",这部分内容看起来像是某种代码，我没办法理解。大贤者拉迪温可能能认出这写的是什么。请将日记带给他。
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.",大贤者拉迪温在乐雅山脉北部的亡者之泉附近
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,你现在没空？如果这信息足够准确，你知道这意味着什么吗？
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,你为什么要来见我？
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.",如果是达肯市长派你来的，这一定非常重要。让我先看看这日记。
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,找到大贤者拉迪温来解码日记的内容。
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),冒险者日记 (3)
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…",为什么...这并不是一种代码...令人震惊！这是一种古代部落的语言。这位巴塞洛缪·亨特一定很了解这些。继续看，也许还会有更多的内容...
PROPQUEST_SCENARIO_INC_000503,"I have translated the Ancient language. Bring this Translated Document to the Mayor of Darkon. Keep it safe, this is truly a special thing!",我已经将古代语言翻译好了。将翻译文档交给达肯市长。保管好它，这真的是非常重要的东西！
PROPQUEST_SCENARIO_INC_000504,You are playing an important role in historic events.,你在历史事件中扮演着重要的角色。
PROPQUEST_SCENARIO_INC_000505,I can't believe it! The possibility of a new land and you are not interested?,真不敢相信！你对新大陆的可能性不感兴趣？
PROPQUEST_SCENARIO_INC_000506,You can't imagine how eagerly I've been waiting for you to return. Have you met the Sage Radion? Is there news?,你无法想象我有多迫切地期待你回来。你见到大贤者拉迪温了吗？有什么新消息吗？
PROPQUEST_SCENARIO_INC_000507,He was able to translate it? Wonderful. Now we can see if this is real or just a wild goose chase… Give me a moment to read through this.,他翻译了日记吗？不错，现在我们可以看看这是真的还是白费力气了。请给我一些时间阅读一下翻译文档。
PROPQUEST_SCENARIO_INC_000508,Bring the translated document to the Mayor of Darkon.,将翻译文档带给达肯市长。
PROPQUEST_SCENARIO_INC_000741,Chain,剧情
PROPQUEST_SCENARIO_INC_000742,General,一般
PROPQUEST_SCENARIO_INC_000743,Office,委托所
PROPQUEST_SCENARIO_INC_000744,Event,活动
PROPQUEST_SCENARIO_INC_000785,"Don’t worry about the pay. So, please hurry up.",你不用担心报酬。所以，请你尽快完成委托吧。
PROPQUEST_SCENARIO_INC_000786,"It is very important, so you'd better hurry!",它真的非常重要，所以请你最好快点！
PROPQUEST_SCENARIO_INC_000787,The Mayor of Darkon is waiting for you. Hurry!,达肯市长正在等着你。赶快！
PROPQUEST_SCENARIO_INC_001245,Chapter 1 The Emerging Darkness,章节 1 黑暗复苏
PROPQUEST_SCENARIO_INC_001965,Chapter 2 Finding Lost Memory,章节 2 寻找遗失的记忆
PROPQUEST_SCENARIO_INC_001966,Chapter 3 Return of Scattered Heroes,章节 3 各路英雄的回归
PROPQUEST_SCENARIO_INC_001246,Initiation of Champions,英雄伊始
PROPQUEST_SCENARIO_INC_001247,"Hmm, I sense an aura of greatness from you young warrior, yet a mind clouded with uncertainty and doubt.",嗯...年轻的战士，我能从你身上感觉到一股强大的气场，但你的内心还充满了不确定和怀疑。
PROPQUEST_SCENARIO_INC_001248,"I intend to help you realize your true inner potential. Though I am but a stranger to you, I need you to trust in me. My true identity will be revealed soon enough.",我愿意帮助你激发你的潜能。虽然我对你来说仍然是陌生的，但我需要你相信我。我的真实身份很快就会揭晓。
PROPQUEST_SCENARIO_INC_001250,Apparently I was correct in choosing you. Well then! Please eliminate 10 Lawolfs & 5 Grownup Lawolfs residing in Northern Flaris.,很显然，选择你是正确的。那么好的，接下来请击败栖息在帕里北部的 10只山地野狼和 5只山地老狼吧。
PROPQUEST_SCENARIO_INC_001251,"Hmm, apparently I made a mistake. I believed you to be the champion I was searching for.",嗯...相信你是我一直寻找的英雄的这个想法显然是错的。
PROPQUEST_SCENARIO_INC_001252,The citizens grow ever more fearful of this situation! Please get rid of 10 Lawolfs & 5 Grownup Lawolfs.,居民们对这种情况愈发的害怕了！请你前去击杀10只山地野狼和5只山地老狼。
PROPQUEST_SCENARIO_INC_001253,Kill 10 Lawolfs & 5 Grownup Lawolfs and go back to Reonan.,杀死10只山地野狼和5只山地老狼后回去找瑞尔南。
PROPQUEST_SCENARIO_INC_001254,Ah! I admire your courage. It appears you could very well be the champion I have sought.,哈！我欣赏你的勇气。看来你很有可能成为我所追寻的英雄。
PROPQUEST_SCENARIO_INC_001256,Bridge to Terror-bithia,通往恐怖比提亚的桥梁
PROPQUEST_SCENARIO_INC_001257,"But, let us not be too hasty as arrogance may lead to an early grave. Though vicious, slaying a few lawolves is just the beginning…",但是，傲慢会让我们提前陷入绝境，我们必须谨慎不能仓促行事。虽然很残忍，但是杀几只山地野狼仅仅只是开始...
PROPQUEST_SCENARIO_INC_001258,"Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me",这是您的下一个任务。有传言说，许多村民在帕里镇外遭到了可怕的迪米之王的袭击。请打败他，然后来我这。
PROPQUEST_SCENARIO_INC_001259,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.,最近有人看到迪米之王在迪米村附近徘徊，所以去那里找他吧。
PROPQUEST_SCENARIO_INC_001260,"What? I know I ask much of you, but I never thought you would turn down a chance to prove your worth.",什么？我知道我对你要求太多了，但我从没想过你会拒绝证明你的价值的机会。
PROPQUEST_SCENARIO_INC_001261,The Lord Demian can be found nearby Madren Town amongst the other Demians.,可以在迪米村附近找到迪米之王。
PROPQUEST_SCENARIO_INC_001262,Get rid of the Lord Demian and return to Reonan.,除掉迪米之王，然后回去见瑞尔南。
PROPQUEST_SCENARIO_INC_001263,"Finally, the villagers may rest assured that the Lord Demian shall no longer terrorize them. You have much potential.",村民们终于可以放心了，迪米之王不会再恐吓他们了。你有很大的潜力。
PROPQUEST_SCENARIO_INC_001265,Weed Whacked!,除草机！
PROPQUEST_SCENARIO_INC_001266,I now have another favor to ask of you. A mysterious curse has turned the once docile Fefern into foul beasts which are ravaging the land. Will you defeat them?,我现在需要你的帮忙。一个神秘的诅咒将原来温顺的菲菲龙变成了嗜血如命的肮脏怪物。你愿意击杀它们吗？
PROPQUEST_SCENARIO_INC_001267,Fefern can be found in the Northwest region of Flaris. Please kill 10 Fefern & 5 2nd Class Fefern and come back.,菲菲龙可以在帕里的西北区域找到。请杀死10个菲菲龙和5个大菲菲龙后再来找我。
